iter	RMSE
524	0.7537744004
525	0.7528936982
526	0.751910265
527	0.7512298537
528	0.7502036328
529	0.7484196725
530	0.7474050984
531	0.7465731478
532	0.7456464242
533	0.744647351
534	0.7440760007
535	0.7432618117
536	0.7423144094
537	0.7411808979
538	0.7400346986
539	0.7384926016
540	0.7373668964
541	0.7363227665
542	0.7354503385
543	0.7342226694
544	0.7334463394
545	0.7324921469
546	0.7317742286
547	0.7306629772
548	0.7295939725
549	0.7283989067
550	0.7276426952
551	0.7260120261
552	0.7252705901
553	0.7240821021
554	0.7237798489
555	0.7227626088
556	0.7220966894
557	0.7206982092
558	0.7195542973
559	0.7184779926
560	0.7176730083
561	0.7170070208
562	0.716096605
563	0.7152837899
564	0.7145681565
565	0.713274014
566	0.7117234746
567	0.7108736688
568	0.7099907558
569	0.7091649912
570	0.7080886021
571	0.7072334909
572	0.7066336476
573	0.705817745
574	0.7046495191
575	0.7037186084
576	0.702431314
577	0.7013522598
578	0.7000631285
579	0.6990152644
580	0.6978571636
581	0.6969898894
582	0.696436261
583	0.6956846493
584	0.6948256402
585	0.6936794615
586	0.6929244923
587	0.6923712594
588	0.6915430538
589	0.6907007554
590	0.6899003034
591	0.6887340974
592	0.6873672086
593	0.686412151
594	0.6857340809
595	0.6846882738
596	0.6837492097
597	0.683346696
598	0.6824485458
599	0.6816649115
600	0.6809532633
601	0.6805284988
602	0.6792812491
603	0.6784469676
604	0.6778752993
605	0.677084584
606	0.6761329413
607	0.6749724935
608	0.6740120798
609	0.673335707
610	0.6722889336
611	0.6716283211
612	0.6709187587
613	0.6695713994
614	0.6689370961
615	0.6678429636
616	0.6675450996
617	0.6665556265
618	0.6656691923
619	0.6645949669
620	0.663424398
621	0.6619056964
622	0.6612629765
623	0.6602046491
624	0.6592746313
625	0.6584381411
626	0.6578427567
627	0.6571590346
628	0.656894358
629	0.6561569506
630	0.6552503447
631	0.6544941356
632	0.6538357664
633	0.6529560701
634	0.6522242484
635	0.6522072803
636	0.6514212145
637	0.650754867
638	0.6501890644
639	0.6492655071
640	0.6487147638
641	0.6481107603
642	0.6471628138
643	0.6464605953
644	0.6455670924
645	0.6448127283
646	0.6441271998
647	0.6432635413
648	0.6421817345
649	0.641479211
650	0.6407460034
651	0.6400656485
652	0.6389693289
653	0.6382982031
654	0.6374979707
655	0.6369024245
656	0.6362972546
657	0.6352710527
658	0.6343334699
659	0.6334455376
660	0.6326333811
661	0.6318039629
662	0.6310006423
663	0.6298947593
664	0.629195467
665	0.6286446995
666	0.6279440476
667	0.6273565659
668	0.6268164169
669	0.6261937788
670	0.6253316473
671	0.6244675584
672	0.623963583
673	0.6232214518
674	0.6224966927
675	0.6215312258
676	0.6204470368
677	0.6199038483
678	0.61955268
679	0.6188383682
680	0.6181330812
681	0.6171826289
682	0.6164101816
683	0.6157240662
684	0.6151439053
685	0.6145221181
686	0.6136201216
687	0.6129763179
688	0.6121318926
689	0.6114562548
690	0.6109678836
691	0.6102149369
692	0.6098440444
693	0.6092248753
694	0.608347763
695	0.6077810001
696	0.6071908309
697	0.6068944493
698	0.6059964064
699	0.6054059341
700	0.6047540798
701	0.6040180271
702	0.6032249935
703	0.6024100965
704	0.601574105
705	0.6008204179
706	0.6000886517
707	0.5997201487
708	0.5991065773
709	0.5986014674
710	0.598030842
711	0.597163134
712	0.5964923424
713	0.5959147825
714	0.5955623556
715	0.5950688292
716	0.5944174559
717	0.5936824269
718	0.5930873152
719	0.592484547
720	0.5915402315
721	0.591162629
722	0.5908160802
723	0.5902630341
724	0.5895571325
725	0.589172249
726	0.5885327373
727	0.5878817886
728	0.5875050855
729	0.5868690394
730	0.586458281
731	0.5859708581
732	0.5853234296
733	0.5845883345
734	0.5840680201
735	0.5836080511
736	0.5830320287
737	0.5822488668
738	0.5817039332
739	0.581115898
740	0.5804672225
741	0.5801879952
742	0.5797869894
743	0.5787648459
744	0.5782832868
745	0.5776895153
746	0.5770061905
747	0.5763545804
748	0.5757087341
749	0.5751802383
750	0.5742376419
751	0.5735546402
752	0.573183061
753	0.5725622874
754	0.5718891418
755	0.5713489457
756	0.5708057268
757	0.5699617377
758	0.5694818258
759	0.5689296176
760	0.5686056053
761	0.5680275446
762	0.5676688921
763	0.5672332434
764	0.5665595422
765	0.565857551
766	0.5649492288
767	0.5645242794
768	0.5639471426
769	0.5634878903
770	0.5626702209
771	0.5621166332
772	0.5614694847
773	0.560676944
774	0.5601868668
775	0.5591632575
776	0.5586838801
777	0.5581125916
778	0.5572898118
779	0.5566669712
780	0.5561508213
781	0.5555814909
782	0.5549427468
783	0.5544065126
784	0.5536004708
785	0.552977827
786	0.552087798
787	0.5516053145
788	0.5510381764
789	0.5505878171
790	0.5500889035
791	0.5498347768
792	0.5494322302
793	0.5490178716
794	0.5484119206
795	0.5480975802
796	0.5473332156
797	0.5468572332
798	0.5461099258
799	0.5456753921
800	0.5450955153
801	0.5445483314
802	0.5440481153
803	0.5436591467
804	0.5431813704
805	0.5426662742
806	0.5422243855
807	0.5416974257
808	0.5410120541
809	0.5406470072
810	0.5402163471
811	0.5398314067
812	0.5392127958
813	0.5385399289
814	0.538069461
815	0.5376133209
816	0.537148217
817	0.5364486765
818	0.5356784211
819	0.5350144799
820	0.5345547517
821	0.5341208382
822	0.533752742
823	0.5330914582
824	0.5322304877
825	0.5316325267
826	0.5311924709
827	0.5306263207
828	0.5301469513
829	0.529719291
830	0.5291970581
831	0.5284800174
832	0.5279977224
833	0.5273078358
834	0.5268630838
835	0.5265683282
836	0.5262318391
837	0.5258239853
838	0.5253093476
839	0.5249812493
840	0.52428292
841	0.5238437655
842	0.5230912797
843	0.522609656
844	0.5222905908
845	0.5220400183
846	0.520995983
847	0.5204479525
848	0.5199302591
849	0.5194352056
850	0.5190558532
851	0.5186688587
852	0.5180157066
853	0.5173303592
854	0.5166943581
855	0.5162861893
856	0.5157356174
857	0.51532527
858	0.5153204563
859	0.5148290823
860	0.5146941569
861	0.5143977572
862	0.5137895143
863	0.5132720153
864	0.512760271
865	0.5123375405
866	0.5118445976
867	0.5114983729
868	0.5108812742
869	0.5104753638
870	0.5098096099
871	0.5094501427
872	0.5089134698
873	0.508474862
874	0.5080457181
875	0.5075440226
876	0.5072107245
877	0.5068633272
878	0.5061680189
879	0.5058151454
880	0.5054305766
881	0.5049979394
882	0.5047098186
883	0.5043939666
884	0.504011648
885	0.503583946
886	0.5030438664
887	0.502459612
888	0.501888274
889	0.501468503
890	0.5010751587
891	0.5007646446
892	0.5004990648
893	0.5001084399
894	0.4995376357
895	0.499245022
896	0.4987390285
897	0.4981489296
898	0.4973643369
899	0.496638614
900	0.496298474
901	0.4955645972
902	0.4952735648
903	0.4948718993
904	0.4943993845
905	0.494025226
906	0.493425022
907	0.4928351364
908	0.4924728583
909	0.4922072641
910	0.4914374105
911	0.4913504224
912	0.4913469257
913	0.4910139397
914	0.4906378386
915	0.4902293472
916	0.489810771
917	0.4894298739
918	0.4894265857
919	0.4894233422
920	0.4890361158
921	0.4890330234
922	0.4886564945
923	0.4882717444
924	0.4878027126
925	0.4872523923
926	0.4872492425
927	0.4869816965
928	0.4865643639
929	0.4861725895
930	0.4857794252
931	0.485482879
932	0.4851022061
933	0.4845398625
934	0.4840691625
935	0.4835025064
936	0.4832563462
937	0.4829147036
938	0.482911459
939	0.4825820237
940	0.4825792906
941	0.4822848445
942	0.4819312726
943	0.4815556261
944	0.4813051392
945	0.4809339967
946	0.4806789069
947	0.4802854996
948	0.479847365
949	0.4794189595
950	0.4787573371
951	0.4784563462
952	0.4780474527
953	0.4779800561
954	0.4775621563
955	0.477004258
956	0.4766252652
957	0.4764460626
958	0.4762858574
959	0.4760942549
960	0.4757287792
961	0.4752125229
962	0.4751812506
963	0.4749181724
964	0.4741029478
965	0.4736361942
966	0.4733048206
967	0.4727116553
968	0.4723147324
969	0.4719767501
970	0.4716296291
971	0.4714497678
972	0.471188034
973	0.4707801336
974	0.4702828374
975	0.470004347
976	0.4696795812
977	0.4692058658
978	0.4688871173
979	0.4684646083
980	0.4681982492
981	0.467659781
982	0.4673862653
983	0.4670696817
984	0.4665922193
985	0.4663520286
986	0.4657961116
987	0.4651983124
988	0.4644403901
989	0.4638963726
990	0.4634312377
991	0.4628198811
992	0.462434263
993	0.4621640467
994	0.4618628788
995	0.4614561144
996	0.4612369369
997	0.4609336288
998	0.4603608528
999	0.459641902
